Reporting Area,MMWR Year,MMWR Week,"Severe acute respiratory syndrome-associated coronavirus desease, Current week","Severe acute respiratory syndrome-associated coronavirus desease, Current week, flag","Severe acute respiratory syndrome-associated coronavirus desease, Previous 52 weeks Max†","Severe acute respiratory syndrome-associated coronavirus desease, Previous 52 weeks Max†, flag","Severe acute respiratory syndrome-associated coronavirus desease, Cum 2021†","Severe acute respiratory syndrome-associated coronavirus desease, Cum 2021†, flag","Severe acute respiratory syndrome-associated coronavirus desease, Cum 2020†","Severe acute respiratory syndrome-associated coronavirus desease, Cum 2020†, flag","Shiga toxin-producing Escherichia coli(STEC), Current week","Shiga toxin-producing Escherichia coli(STEC), Current week, flag","Shiga toxin-producing Escherichia coli(STEC), Previous 52 weeks Max†","Shiga toxin-producing Escherichia coli(STEC), Previous 52 weeks Max†, flag","Shiga toxin-producing Escherichia coli(STEC), Cum 2021†","Shiga toxin-producing Escherichia coli(STEC), Cum 2021†, flag","Shiga toxin-producing Escherichia coli(STEC), Cum 2020†","Shiga toxin-producing Escherichia coli(STEC), Cum 2020†, flag","Shigellosis, Current week","Shigellosis, Current week, flag","Shigellosis, Previous 52 weeks Max†","Shigellosis, Previous 52 weeks Max†, flag","Shigellosis, Cum 2021†","Shigellosis, Cum 2021†, flag","Shigellosis, Cum 2020†","Shigellosis, Cum 2020†, flag",Location 1,Location 2,Reporting Area Sort,geocode
DISTRICT OF COLUMBIA,2021,48,,-,0,,,-,,-,,-,0,,,-,8,,,-,2,,7,,31,,DISTRICT OF COLUMBIA,,20214830,POINT (-77.016275 38.904785)
WASHINGTON,2021,48,,-,0,,,-,,-,,-,308,,27,,,-,9,,225,,312,,,-,WASHINGTON,,20214862,POINT (-120.592492 47.411715)
NEW ENGLAND,2021,48,,-,0,,,-,,-,,-,15,,280,,254,,6,,12,,277,,217,,,NEW ENGLAND,20214802,
RHODE ISLAND,2021,48,,-,0,,,-,,-,,-,4,,39,,27,,,-,4,,45,,31,,RHODE ISLAND,,20214807,POINT (-71.534637 41.572574)
OREGON,2021,48,,-,0,,,-,,-,3,,19,,278,,196,,2,,7,,110,,177,,OREGON,,20214861,POINT (-120.605279 43.940449)
DELAWARE,2021,48,,-,0,,,-,,-,,-,3,,19,,22,,,-,2,,15,,9,,DELAWARE,,20214829,POINT (-75.452394 38.994926)
ALABAMA,2021,48,,-,0,,,-,,-,1,,7,,131,,95,,1,,5,,81,,345,,ALABAMA,,20214839,POINT (-86.844516 32.756889)
KANSAS,2021,48,,-,0,,,-,,-,,-,15,,149,,153,,,-,8,,41,,16,,KANSAS,,20214822,POINT (-98.38018 38.484729)
NORTH CAROLINA,2021,48,,-,0,,,-,,-,,-,10,,107,,235,,,-,6,,73,,189,,NORTH CAROLINA,,20214834,POINT (-79.130883 35.52603)
GUAM,2021,48,,-,0,,,-,,-,,-,0,,,-,,-,,-,1,,4,,4,,GUAM,,20214866,POINT (144.653198 13.3532)
NEW JERSEY,2021,48,,-,0,,,-,,-,,-,3,,10,,30,,1,,14,,213,,162,,NEW JERSEY,,20214810,POINT (-74.655514 40.110253)
NEW MEXICO,2021,48,,-,0,,,-,,-,,-,5,,37,,37,,2,,10,,102,,51,,NEW MEXICO,,20214854,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2021,48,,-,0,,,-,,-,,-,51,,1135,,1271,,2,,22,,532,,676,,,EAST NORTH CENTRAL,20214814,
TENNESSEE,2021,48,,-,0,,,-,,-,,-,16,,260,,220,,,-,7,,109,,129,,TENNESSEE,,20214842,POINT (-86.343226 35.842998)
CONNECTICUT,2021,48,,-,0,,,-,,-,,-,7,,94,,72,,,-,6,,63,,48,,CONNECTICUT,,20214803,POINT (-72.738288 41.575155)
MARYLAND,2021,48,,-,0,,,-,,-,2,,16,,214,,124,,4,,7,,120,,109,,MARYLAND,,20214833,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2021,48,,-,0,,,-,,-,2,,4,,70,,74,,2,,4,,42,,62,,SOUTH CAROLINA,,20214835,POINT (-80.864614 33.878572)
OKLAHOMA,2021,48,,-,0,,,-,,-,14,,43,,175,,128,,3,,28,,38,,126,,OKLAHOMA,,20214846,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2021,48,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,1,,NORTHERN MARIANA ISLANDS,,20214865,POINT (145.725693 15.1834)
OHIO,2021,48,,-,0,,,-,,-,,-,18,,430,,338,,,-,11,,201,,189,,OHIO,,20214818,POINT (-82.70936 40.415534)
MINNESOTA,2021,48,,-,0,,,-,,-,,-,12,,,-,388,,,-,3,,,-,136,,MINNESOTA,,20214823,POINT (-94.198308 46.349153)
LOUISIANA,2021,48,,-,0,,,-,,-,,-,6,,63,,71,,4,,5,,71,,169,,LOUISIANA,,20214845,POINT (-91.840238 30.921314)
HAWAII,2021,48,,-,0,,,-,,-,,-,2,,3,,6,,,-,3,,24,,38,,HAWAII,,20214860,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2021,48,,-,0,,,-,,-,13,,66,,1489,,1388,,19,,36,,851,,1462,,,SOUTH ATLANTIC,20214828,
PENNSYLVANIA,2021,48,,-,0,,,-,,-,1,,23,,375,,274,,,-,9,,185,,180,,PENNSYLVANIA,,20214813,POINT (-77.838886 40.896694)
UTAH,2021,48,,-,0,,,-,,-,,-,12,,207,,175,,1,,4,,56,,47,,UTAH,,20214855,POINT (-111.678222 39.323779)
COLORADO,2021,48,,-,0,,,-,,-,4,,27,,451,,275,,2,,13,,206,,209,,COLORADO,,20214850,POINT (-105.547832 38.998552)
VERMONT,2021,48,,-,0,,,-,,-,,-,1,,3,,40,,,-,1,,2,,7,,VERMONT,,20214808,POINT (-72.662695 44.075252)
KENTUCKY,2021,48,,-,0,,,-,,-,,-,15,,140,,147,,,-,4,,31,,47,,KENTUCKY,,20214840,POINT (-85.290484 37.526683)
PUERTO RICO,2021,48,,-,0,,,-,,-,,-,1,,3,,6,,,-,1,,1,,,-,PUERTO RICO,,20214867,POINT (-66.414655 18.215692)
MAINE,2021,48,,-,0,,,-,,-,,-,3,,22,,10,,1,,2,,6,,3,,MAINE,,20214804,POINT (-69.06137 45.117911)
VIRGINIA,2021,48,,-,0,,,-,,-,6,,13,,270,,197,,4,,8,,156,,122,,VIRGINIA,,20214836,POINT (-78.666382 37.510861)
ARIZONA,2021,48,,-,0,,,-,,-,2,,17,,266,,175,,8,,17,,339,,238,,ARIZONA,,20214849,POINT (-111.664616 34.293239)
WISCONSIN,2021,48,,-,0,,,-,,-,,-,20,,388,,275,,2,,7,,90,,66,,WISCONSIN,,20214819,POINT (-89.732969 44.639954)
IDAHO,2021,48,,-,0,,,-,,-,,-,5,,56,,141,,,-,4,,29,,18,,IDAHO,,20214851,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2021,48,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,U.S. VIRGIN ISLANDS,,20214868,
MICHIGAN,2021,48,,-,0,,,-,,-,,-,6,,1,,195,,,-,5,,4,,139,,MICHIGAN,,20214817,POINT (-85.730977 44.874798)
GEORGIA,2021,48,,-,0,,,-,,-,,-,18,,334,,266,,,-,10,,,-,416,,GEORGIA,,20214832,POINT (-83.426574 32.638481)
NEW YORK CITY,2021,48,,-,0,,,-,,-,1,,25,,434,,373,,15,,30,,698,,483,,NEW YORK CITY,,20214812,
ARKANSAS,2021,48,,-,0,,,-,,-,,-,8,,102,,68,,,-,3,,15,,31,,ARKANSAS,,20214844,POINT (-92.439162 34.899825)
MISSISSIPPI,2021,48,,-,0,,,-,,-,,-,1,,1,,12,,,-,2,,7,,30,,MISSISSIPPI,,20214841,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2021,48,,-,0,,,-,,-,,-,6,,79,,90,,,-,2,,15,,12,,SOUTH DAKOTA,,20214827,POINT (-100.230491 44.43614)
WYOMING,2021,48,,-,0,,,-,,-,,-,5,,66,,51,,,-,1,,4,,1,,WYOMING,,20214856,POINT (-107.55145 42.999627)
MISSOURI,2021,48,,-,0,,,-,,-,,-,8,,73,,243,,,-,3,,23,,55,,MISSOURI,,20214824,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2021,48,,-,0,,,-,,-,12,,75,,1383,,1010,,21,,59,,1291,,970,,,MIDDLE ATLANTIC,20214809,
CALIFORNIA,2021,48,,-,0,,,-,,-,10,,47,,1204,,1215,,17,,70,,2031,,1735,,CALIFORNIA,,20214859,POINT (-119.662127 37.211164)
WEST VIRGINIA,2021,48,,-,0,,,-,,-,,-,2,,2,,69,,,-,1,,1,,18,,WEST VIRGINIA,,20214837,POINT (-80.613729 38.642579)
FLORIDA,2021,48,,-,0,,,-,,-,3,,22,,473,,393,,9,,18,,437,,506,,FLORIDA,,20214831,POINT (-82.420978 28.260731)
MONTANA,2021,48,,-,0,,,-,,-,,-,8,,63,,88,,,-,2,,3,,10,,MONTANA,,20214852,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2021,48,,-,0,,,-,,-,2,,57,,998,,1414,,,-,21,,189,,325,,,WEST NORTH CENTRAL,20214820,
MASSACHUSETTS,2021,48,,-,0,,,-,,-,,-,7,,102,,85,,5,,7,,153,,120,,MASSACHUSETTS,,20214805,POINT (-71.481104 42.151077)
MOUNTAIN,2021,48,,-,0,,,-,,-,6,,60,,1209,,976,,13,,34,,809,,636,,,MOUNTAIN,20214848,
INDIANA,2021,48,,-,0,,,-,,-,,-,4,,17,,124,,,-,2,,4,,53,,INDIANA,,20214816,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2021,48,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,2,,,NON-US RESIDENTS,20214869,
US TERRITORIES,2021,48,,-,0,,,-,,-,,-,1,,3,,6,,,-,2,,5,,5,,,US TERRITORIES,20214863,
TOTAL,2021,49,,-,0,,,-,,-,50,,478,,9691,,9045,,77,,351,,7476,,8482,,,TOTAL,20214970,
US RESIDENTS,2021,49,,-,0,,,-,,-,50,,478,,9685,,9039,,77,,351,,7471,,8475,,,US RESIDENTS,20214901,
NEW HAMPSHIRE,2021,49,,-,0,,,-,,-,,-,2,,20,,21,,,-,3,,8,,8,,NEW HAMPSHIRE,,20214906,POINT (-71.57139 43.680429)
NEW YORK,2021,49,,-,0,,,-,,-,8,,38,,574,,338,,4,,16,,202,,151,,NEW YORK,,20214911,POINT (-75.59655 42.921241)
PACIFIC,2021,49,,-,0,,,-,,-,12,,315,,1571,,1443,,34,,240,,2562,,1922,,,PACIFIC,20214957,
WEST SOUTH CENTRAL,2021,49,,-,0,,,-,,-,6,,71,,957,,675,,5,,42,,628,,1625,,,WEST SOUTH CENTRAL,20214943,
NEBRASKA,2021,49,,-,0,,,-,,-,1,,12,,188,,147,,1,,4,,50,,36,,NEBRASKA,,20214925,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2021,49,,-,0,,,-,,-,3,,33,,551,,505,,,-,11,,241,,580,,,EAST SOUTH CENTRAL,20214938,
NORTH DAKOTA,2021,49,,-,0,,,-,,-,,-,15,,60,,48,,,-,1,,2,,10,,NORTH DAKOTA,,20214926,POINT (-100.46931 47.446305)
NEVADA,2021,49,,-,0,,,-,,-,,-,5,,63,,37,,,-,6,,70,,63,,NEVADA,,20214953,POINT (-114.916992 39.283294)
ILLINOIS,2021,49,,-,0,,,-,,-,,-,19,,317,,340,,,-,14,,238,,231,,ILLINOIS,,20214915,POINT (-89.148632 40.124144)
IOWA,2021,49,,-,0,,,-,,-,,-,30,,454,,355,,,-,7,,59,,62,,IOWA,,20214921,POINT (-93.500061 42.074659)
TEXAS,2021,49,,-,0,,,-,,-,,-,53,,613,,403,,2,,32,,502,,1298,,TEXAS,,20214947,POINT (-99.317341 31.447238)
ALASKA,2021,49,,-,0,,,-,,-,1,,1,,9,,8,,,-,1,,3,,1,,ALASKA,,20214958,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2021,49,,-,0,,,-,,-,,-,0,,,-,8,,,-,2,,10,,31,,DISTRICT OF COLUMBIA,,20214930,POINT (-77.016275 38.904785)
WASHINGTON,2021,49,,-,0,,,-,,-,,-,308,,27,,,-,10,,225,,333,,,-,WASHINGTON,,20214962,POINT (-120.592492 47.411715)
NEW ENGLAND,2021,49,,-,0,,,-,,-,,-,15,,284,,258,,3,,12,,278,,217,,,NEW ENGLAND,20214902,
RHODE ISLAND,2021,49,,-,0,,,-,,-,,-,4,,39,,27,,,-,4,,45,,31,,RHODE ISLAND,,20214907,POINT (-71.534637 41.572574)
OREGON,2021,49,,-,0,,,-,,-,1,,19,,281,,200,,3,,7,,114,,179,,OREGON,,20214961,POINT (-120.605279 43.940449)
DELAWARE,2021,49,,-,0,,,-,,-,,-,3,,19,,22,,1,,2,,17,,9,,DELAWARE,,20214929,POINT (-75.452394 38.994926)
ALABAMA,2021,49,,-,0,,,-,,-,,-,7,,133,,96,,,-,5,,81,,345,,ALABAMA,,20214939,POINT (-86.844516 32.756889)
KANSAS,2021,49,,-,0,,,-,,-,,-,15,,149,,154,,,-,8,,42,,17,,KANSAS,,20214922,POINT (-98.38018 38.484729)
NORTH CAROLINA,2021,49,,-,0,,,-,,-,,-,10,,107,,241,,,-,6,,73,,194,,NORTH CAROLINA,,20214934,POINT (-79.130883 35.52603)
GUAM,2021,49,,-,0,,,-,,-,,-,0,,,-,,-,,-,1,,4,,4,,GUAM,,20214966,POINT (144.653198 13.3532)
NEW JERSEY,2021,49,,-,0,,,-,,-,,-,3,,10,,30,,1,,14,,221,,164,,NEW JERSEY,,20214910,POINT (-74.655514 40.110253)
NEW MEXICO,2021,49,,-,0,,,-,,-,,-,5,,38,,37,,1,,9,,106,,51,,NEW MEXICO,,20214954,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2021,49,,-,0,,,-,,-,3,,51,,1161,,1287,,,-,22,,543,,689,,,EAST NORTH CENTRAL,20214914,
TENNESSEE,2021,49,,-,0,,,-,,-,3,,16,,273,,224,,,-,7,,118,,134,,TENNESSEE,,20214942,POINT (-86.343226 35.842998)
CONNECTICUT,2021,49,,-,0,,,-,,-,,-,7,,94,,73,,,-,6,,63,,48,,CONNECTICUT,,20214903,POINT (-72.738288 41.575155)
MARYLAND,2021,49,,-,0,,,-,,-,,-,16,,213,,124,,,-,7,,117,,109,,MARYLAND,,20214933,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2021,49,,-,0,,,-,,-,4,,4,,75,,75,,,-,4,,42,,62,,SOUTH CAROLINA,,20214935,POINT (-80.864614 33.878572)
OKLAHOMA,2021,49,,-,0,,,-,,-,1,,43,,175,,130,,1,,28,,39,,126,,OKLAHOMA,,20214946,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2021,49,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,1,,NORTHERN MARIANA ISLANDS,,20214965,POINT (145.725693 15.1834)
OHIO,2021,49,,-,0,,,-,,-,,-,18,,430,,344,,,-,11,,205,,194,,OHIO,,20214918,POINT (-82.70936 40.415534)
MINNESOTA,2021,49,,-,0,,,-,,-,,-,12,,,-,392,,,-,3,,,-,137,,MINNESOTA,,20214923,POINT (-94.198308 46.349153)
LOUISIANA,2021,49,,-,0,,,-,,-,,-,6,,63,,74,,1,,5,,71,,170,,LOUISIANA,,20214945,POINT (-91.840238 30.921314)
HAWAII,2021,49,,-,0,,,-,,-,,-,2,,3,,6,,,-,3,,24,,38,,HAWAII,,20214960,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2021,49,,-,0,,,-,,-,10,,66,,1528,,1420,,5,,43,,879,,1473,,,SOUTH ATLANTIC,20214928,
PENNSYLVANIA,2021,49,,-,0,,,-,,-,2,,23,,379,,275,,1,,9,,188,,183,,PENNSYLVANIA,,20214913,POINT (-77.838886 40.896694)
UTAH,2021,49,,-,0,,,-,,-,,-,12,,208,,179,,1,,4,,57,,47,,UTAH,,20214955,POINT (-111.678222 39.323779)
COLORADO,2021,49,,-,0,,,-,,-,3,,27,,458,,279,,1,,13,,207,,211,,COLORADO,,20214950,POINT (-105.547832 38.998552)
VERMONT,2021,49,,-,0,,,-,,-,,-,1,,6,,40,,,-,1,,2,,7,,VERMONT,,20214908,POINT (-72.662695 44.075252)
KENTUCKY,2021,49,,-,0,,,-,,-,,-,15,,143,,148,,,-,4,,31,,48,,KENTUCKY,,20214940,POINT (-85.290484 37.526683)
PUERTO RICO,2021,49,,-,0,,,-,,-,,-,1,,6,,6,,,-,1,,1,,,-,PUERTO RICO,,20214967,POINT (-66.414655 18.215692)
MAINE,2021,49,,-,0,,,-,,-,,-,3,,22,,10,,,-,2,,6,,3,,MAINE,,20214904,POINT (-69.06137 45.117911)
VIRGINIA,2021,49,,-,0,,,-,,-,4,,13,,275,,201,,1,,7,,158,,126,,VIRGINIA,,20214936,POINT (-78.666382 37.510861)
ARIZONA,2021,49,,-,0,,,-,,-,2,,17,,268,,179,,6,,19,,347,,245,,ARIZONA,,20214949,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2021,49,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,AMERICAN SAMOA,,20214964,
WISCONSIN,2021,49,,-,0,,,-,,-,3,,20,,396,,280,,,-,7,,92,,67,,WISCONSIN,,20214919,POINT (-89.732969 44.639954)
IDAHO,2021,49,,-,0,,,-,,-,,-,5,,56,,144,,,-,4,,28,,19,,IDAHO,,20214951,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2021,49,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,U.S. VIRGIN ISLANDS,,20214968,
MICHIGAN,2021,49,,-,0,,,-,,-,,-,6,,1,,196,,,-,3,,4,,144,,MICHIGAN,,20214917,POINT (-85.730977 44.874798)
GEORGIA,2021,49,,-,0,,,-,,-,,-,18,,346,,271,,,-,10,,,-,412,,GEORGIA,,20214932,POINT (-83.426574 32.638481)
NEW YORK CITY,2021,49,,-,0,,,-,,-,,-,25,,447,,380,,14,,30,,716,,491,,NEW YORK CITY,,20214912,
ARKANSAS,2021,49,,-,0,,,-,,-,5,,8,,106,,68,,1,,3,,16,,31,,ARKANSAS,,20214944,POINT (-92.439162 34.899825)
MISSISSIPPI,2021,49,,-,0,,,-,,-,,-,1,,2,,37,,,-,3,,11,,53,,MISSISSIPPI,,20214941,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2021,49,,-,0,,,-,,-,,-,6,,79,,93,,,-,2,,15,,12,,SOUTH DAKOTA,,20214927,POINT (-100.230491 44.43614)
WYOMING,2021,49,,-,0,,,-,,-,,-,5,,66,,51,,,-,1,,4,,1,,WYOMING,,20214956,POINT (-107.55145 42.999627)
MISSOURI,2021,49,,-,0,,,-,,-,,-,8,,73,,244,,,-,3,,23,,57,,MISSOURI,,20214924,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2021,49,,-,0,,,-,,-,10,,76,,1410,,1023,,20,,60,,1327,,989,,,MIDDLE ATLANTIC,20214909,
CALIFORNIA,2021,49,,-,0,,,-,,-,10,,47,,1251,,1229,,21,,70,,2088,,1704,,CALIFORNIA,,20214959,POINT (-119.662127 37.211164)
